,text,label
6022,[USER] if you say one disparaging word about the charlie brown xmas special i will slash the tires on your car.,0
23339,why did you release my nudes you cunt...? [USER] [URL],0
10235,i confess> degenerate artist and rebel science is the walrus who sneaks pussy in the night> i am artist paints your wife with bastards>,0
1180,"“[USER]: these hoes gon come && go, i feel it.”",0
15448,rt [USER]: to recap: dem governor candidate in sc calls the gop candidate a whore. tx-dem gov. candidate mocks the gop candidate’s di…,0
20686,"rt [USER]: like, when you're a hoe, how do u sleep at night?",0
19452,"rt [USER]: half the bitches that say tfti , wouldn't even go i bet.",0
10099,hit his bitch i'm like shaggy i'm like no it wasn't me,0
5406,"[USER] 😂😂😂😂😂 wow. i love how you called yourself a slut, but no really. you wouldn't ever cheat on a girl, bitches are so dumb.",0
3966,[USER] why were there penguins and a bird in the puppy bowl???,0
5904,"[USER] like hov said ""we all ghetto b"" lol",0
24525,"i'm sorry but if you don't eat seafood solely by the fact that it's from the ocean, you are seriously an unrespectable pussy.",0
4645,[USER] my nigga know he a bitch,0
4674,[USER] getting into people's faces? lol yet u r the teabagger all over my twitter dash. shut the fuck up already.,0
1153,“[USER]: michael pineda hides pine tar...on his neck [URL] fact that the yankees cheat 👍👍👍 go red sox!! boston,0
42,""" nice girls bad, make me get naughty. bad yello hoe, real nice body. down south chick, like em real thick"" [URL]",0
24074,anybody on the team has permission to fuck my bitch [USER],0
14108,pay for pussy no yo i get too many freebies,0
7420,"[USER] sorry i missed that, you mean where i live is disgusting or that that muzzies in the uk r disgusting, or both? have a great sun.",0
11676,i'm so excited to hang out with my bitches [USER] [USER],0
20942,really barnicle? oj or anthony weiner? mj is a clown show for tea baggers and the rich. come on msnbc do you want good ratings? morning joe,0
11233,i text my ex my new bitch pussy wetter,0
12433,just dropped dat fine ass woman [USER]. we has da best chicken eva. i spectin some lovin but she a lady and da colored thang,0
22905,walk off hr! [USER],0
18158,"rt [USER]: “[USER]: "" if you aint bout that murder game pussy nigga shut up ""”252 gang 😂😂😂😂😂",1
12501,"kanyes verse on ""i won"" is making hoes feel like trophies for real.",0
7923,"amennn!!!!! ""[USER]: if your girlfriend doesn't like that bitch, you don't talk to that bitch""",0
1041,"😏 haahaa ,dumb bitch",0
24893,red meat trash,0
10185,how do i tell this cashier that i'm tryna fuck her right in the pussy,0
3931,[USER] u stupid fuk head bitch,0
14042,open mouf kissing my nig... «[USER] [USER] lol.....sam love him some kissing smh lol»,0
23079,what if i was on my ass that mean she get half of my cash? man that bitch can kiss my ass,0
15741,rt [USER]: all bitches is crazy.,0
7115,[USER] little bitch,0
12812,lmao that the funniest way to disrespect a person by calling him a itty bitty bitch. makes me feel low in life,0
11394,i wnna go to ihop bitch,0
22073,the republican teabaggers hate this but screw em. [URL],0
17017,"rt [USER]: y'all niggas ain't low tho. y'all really be comin at these bitches on here then when they curve u, u act like u was playing…",0
23587,yanks won't make the playoffs but we ain't in the al basement. that's the red sox position:[URL],0
6723,[USER] atleast i wipe my ass trashy bitch,0
15134,rt [USER]: [USER] me waiting on you to take me to ny with you to get my nips pierced   🙎🙍👩👵,0
18382,rt [USER]: when you try to tell grandpa that 70s music was trash [URL],0
17627,rt [USER]: i cannot fuck with a broke bitch! 💯,0
17446,rt [USER]: damn... that's a cold ass honkie,0
24153,bitches at rick's in justice tank tops tho,0
9315,fat bitches need love too i'll fuck em 💯💯,0
18200,rt [USER]: might have a better chance if we put some trash cans out there.,0
9720,god damn flappy birds weak ass,0
17020,"rt [USER]: i wish my parents bought me a car man.. people bitch about not getting what car they want when they want it, and its free…",0
20605,rt [USER]: rt [USER]: the game beats 40 glocc in la (full video) [URL] via [USER] - this bitch 40 cop can't be s…,0
23850,you know you kinda seem like a nasty bitch. 💁💋,0
9865,how “[USER]: deep fried sweet tea on a graham cracker crust at state fair of texas (via [USER]) [URL],0
21042,stop texting these hoes good morning!,0
20016,"rt [USER]: lmaoooo rt [USER]: white people lmaoo rt [USER]: filth. rt [USER]: when she says ""come get this pussy"" [URL]",0
413,"""[USER]: chase money 💰 not 🙅 hoes 👯 💯💯""",0
18265,rt [USER]: “[USER]: lmfaoooooooooo rt [USER]: lmaooo rt [USER]: you a faggot if you ever wore a tall tee & took your pant…,0
19437,rt [USER]: oreo cheesecake [URL],0
13081,maple room bitch sacto style,0
9758,good morning monday i have my truck money full tank and i didn't do any homework. your my bitch monday,0
13246,murda mook rip to that shit,0
6589,[USER] [USER] [USER] but yo scary ass don't want to see me tho stfu talking am u know where i be at pussy boy,0
13329,"my cousin bio on her instagram ""light skin, dark skin, brown skin bitches holla at me"" she funny as hell",0
5625,[USER] man fuck this bitch [URL],0
24959,somebody put a sticker on my dogs cheek 😒😾 bitch,0
6227,"[USER] hey! i'm still on lambdamoo. (and it really is empty, nobody to talk to except that asshole bird...)",0
24932,skinny young nigga n im finer than my bitch,0
24872,"pussy ass people with guns and knifes, foh i appreciate the people still willing to throw hands ^_^",0
22647,throw that flag bitch you ain't the real bush!!,0
3412,[USER] i never really rocked with the white sole. i feel ya bro. but these!!? my favorite foam of all time. [URL],0
9659,get on your shit hoe.,0
17014,rt [USER]: twitter gives bitches unrealistic views of what a relationship is gonna be. if y'all fight. this nigga ain't comin to …,0
17234,rt [USER]: pussy boy don't want war,0
2893,[USER] these bitches need guidance.,0
14600,rt [USER]: water is wet. rt [USER]: nike dc is trash.,1
11746,isis supporters in america: the jihadis next door [URL] [URL],0
21699,swag fags who gags lml nd y'all niggaz wanna ce swagged up foh i'm gxxd i'll stay g'd up [URL],0
1645,“[USER]: we don't love these hoes [URL] [USER] 👌,0
13712,"no half-breed spic has any right to say anything to any anglo ever, and should be killed for doing so.",1
24272,dont acknowledge these hoes.,0
11464,i'll let u clam on top and let dat nookie pop i'm in dat cookie jar i ain't no rookie girllll,0
21048,saltine crackers for dinner lol. sad lyfe.,0
6270,[USER] i wouldn't know cause i don't fuck with these hoes,0
2904,[USER] vegeta a super hoe then. but he did snack goni up something fierce during buu saga :wow:,0
1504,“[USER]: [USER] i couldn't find anything to hold my hair up let alone put a pony in”no bitch i said post a busted pic😭,0
5418,[USER] finger my throbbing pussy flaps,0
24301,everybody stay yelling its pregant season nooooooooo bitch its my nigga dont wanna were a rubber pussy to good season tf,0
8337,blah. in all honesty.... i just need some pussy. that's it,0
10800,i hate yal i'd delete my twitter if i had somethin better to do bitch ass niggas,0
9745,"gonna straight hip check the next hillbilly who tries to apply the term ""derecho"" to a run-of-the-mill thunderstorm. wv wx",0
8497,but you bird ass niggas out here getting your feathers ruffled just shook. and ain't no such thing as a half way crook.,0
5655,[USER] [USER] sitting here talking about what u would do or gonna do that's something my bitch does,0
4120,"[USER] i'm not trying to be critical but jr. literally looks like he just ate a pot brownie, got off a couch and put on his gloves",0
21003,ruby is not ugly bunga bunga,0
20913,rap bitches prolly scared of remy ma lol,0
2621,[USER] whoever made this twitter doesnt like the lakers... they r making a comeback but this accnt still continues to trash talk em,0
24624,just found out [USER] has an australian president! hoosiers are my team hoosier state indiana iu i ubb big10 20-2 tonight!,0
21210,she talkin shit???? that bitch look like a linebacker! messin with sas quach,0
15023,rt [USER]: david pulls bitches “[USER]: tweet something you get a lot go talk to all your other hoes”,0
21453,"so, are the olympics over in brazil yet or what? i mean, yay sports! what? stop looking at me like, “what are you, queer?” go redskins?",0
13273,my auto correct makes me sound so fob,0
24513,i was gone for 2 days don't her bitch ass miss me,0
3513,[USER] finger my throbbing pussy,0
20925,ready to bounce out dis bitch,0
11006,i love the acoustic domes in the hallways. favorite place to sing in public. no lie. [URL],0
13625,"nigga you a pussy, hope you got 9 lives.",0
585,"""u got my 200k bitch nigga""--al haymon to antonio tarver",0
797,truth rt [USER]: david is the charlie brown of scandal,0
21607,stephen the threat about your brother doesn't scare me. quit runnin your fuckin mouth & you won't have to hide behind your brother bitch boy,0
8236,between this trend and the vines acting like women its like niggas couldn't wait to be faggots [URL],1
2201,*puts people/bitch face on*,0
18928,"rt [USER]: i don't care what any of you bitches say, kesha is awesome ❤👌",0
23535,y'all tweet the same shit everytime i get back on this bitch,0
9094,drake was singing that shit so bitches would buy nwts...lmao. nobody even remembers that album,0
18401,rt [USER]: [USER] [USER] when bout 5 bitches got together and thought of a reason to make they boyfriend claim them,0
7489,[USER] stfu you dont get any pussy fuck boy,0
157,"""[USER]: [USER] oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" fixed",0
6686,"[USER] i feel like i just got married bruh, she a bad bitch",0
4491,[USER] kik me u nigglet i need to know when we outs to the pool,0
5377,"[USER] hahaha, made ya eat crow....",0
