,text,label
4290,[USER] you bitch and complain about how bad our vets are being treated yet you are still willing to send them off to war? sick idiot!!,1
980,💁😁🙊- lmao my nigga . let's go half on a weed brownie 😩 we will be laughing hard as hell in senior seminar,1
18095,"rt [USER]: idc what phone u got, lol silly nigger",1
15896,rt [USER]: “[USER]: brandon is so annoying”and a lil bitch,1
24179,"bound, gagged, shoved in a trash bin with two bullets in the back of the head. ""i suspect natural causes."" said the world's worst detective.",0
25183,when bitches change and start acting like the nigga they with <<<<<<,1
18990,rt [USER]: jordan wearing bitches need to grow tf up,1
2937,[USER] c'mon pussy,1
16947,rt [USER]: my dick is called offensive joke because some bitches get hurt when it goes too far.,1
4557,[USER] yung nakalagay sa second page ng handout na may closed ended questions etc. tapos lalagay sa 1/2 yellow pad,0
6555,[USER] haha pussy,1
4170,[USER] [USER] nah its bc i'm a bad bitch,1
2070,"' entertain a flirtin ass niggah if you want too , that's gon be yo niggah friendly ass . ✌️",1
23419,wish i got hoes like james bond,1
5816,[USER] [USER] sorry dyslexia is a bitch,1
12648,lebron warm up jacket full then a bitch,1
15444,rt [USER]: what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc…,1
14141,people who play fantasy games are white trash,1
8816,cutler less skill at qb than a retarded quadriplegic,1
6775,[USER] [USER] [USER]  approximately 1/2 in one crash. there wasn't supposed to be that many members of a seal team on one bird,0
5027,"[USER] he probably took off a point because gibbs isn't from the east coast and says ""hoes.""",1
16238,rt [USER]: “[USER]: “[USER]: this bitch is garbage at gta.... [URL] 😭😭😭😭😭😭,1
18395,rt [USER]: all detroit niggas do is listen to dbco and fuck other niggas bitches while trying to hold on to their own with no money an…,1
16700,rt [USER]: luv n hip hop checks drying up bitches turning to insurance scams! [URL],1
22536,"this is exactly why bitches end up dead rt [USER]: told him to stop fucking with me , i hope it rain bitch. [URL]",1
13116,me & my next bitch gone turn up on the fashion side. & we ain't wearing nun of that designer shit. that shit basic af,1
3570,[USER] done that spell check we know you meant fat liberal dyke feminist nazi bitches,1
20736,rt [USER]: flappy bird is taking over my life. i can hear the bird crashing every time something goes wrong. [URL],0
10749,i hate that hoe oml 👊👊👊👊😡,1
18746,"rt [USER]: rt [USER]: girls say bs like ""you got too many hoes"". stop letting twitter and ig fool you. i don't know these fucki…",1
22568,this my dog telling me he is done playing frisbee for now.. lazy mutt [URL],0
2395,[USER] bitches are hoes don't be surprised,1
735,iu 8 straight nation college soccer champions! wow! hoosier nation hoosiers ⚽🏆,0
9410,for all you psychology bitches on your periods.. do this to chill tf out [URL],1
11690,"i'm starting to not like meek, this nig a lil to arrogant for me",1
13661,niggas gossip like hoes man i ain't wid that shit,1
16239,"rt [USER]: been trash ""[USER]: the gay chris bosh jokes are getting old now""""",1
2716,[USER] that's ghetto for super duper! it's the current generations best complement.,0
20697,"rt [USER]: "" fuck you say bitch? i will kill you "" [URL]",1
762,pdp live is on november 10th. get your early bird tickets from [URL] [USER] [URL],0
22359,they updated wukong's new splash so it doesn't look so fucking retarded,1
16380,rt [USER]: these bitches so fucking stupid smh [URL],1
12203,it opened up with some clouds parting and with silk----->can we get a room on the southside of the ghetto!,1
298,"""[USER]: there's a lane some bitches need to stay in 😎"" the left n get right the fuck outta our face 😭💁😘",1
14770,rt [USER]: homeowner shoots armed suspect who attacked and pistol whipped him [URL],0
21051,"sam is hands down easily no doubt in a million years my least favorite character, such a little bitch! freaks and geeks",1
4735,[USER] you fucking twat just start talking,1
20834,"rt [USER]: some of y'all hoes can spend $300 on bundles, have a mk purse with a matching wallet, have your nails done but don't ev…",1
19575,rt [USER]: a woman never cheated unless a man drove her to do it... men only cheat for new pussy,1
11062,i need a heated bra because my nips hurt so bad!,0
16603,rt [USER]: had to charge my ipod.  fuck the redskins.,1
10037,helga was a bitch.... and for what reason.? hey arnold,1
21741,"talk alot of shit, but if i want ill put u on the spot so don't test me bitch!",1
18399,rt [USER]: best college gameday sign ever! the dak-ness is spreading! charlie murphy's true hollywood stories. chappelle show [URL],0
9014,dog i think it's a nigga dyke i was wondering the same rt [USER]: is the person that sing 'no flex zone' a male or female?,1
13908,"okay i'm gonna need for everyone to stop calling rihanna a hoe , k thanks .",1
14037,"oomf got the ""hoes""",1
24434,holy fuck yall are little bitches. its like 50 in san antonio stfu,1
16477,rt [USER]: lmao that bitch saw the camera & looked up at the big screen n then realized💀💀 [URL],1
11792,if i had a dollar for every time someone called me maggie i'd make it rain on all these hoes,1
21075,say my fucking name hoe,1
6186,[USER] [USER] lol this faggot hid from the moon boss we i was helping him,1
965,"👉 rt [USER]: nigga was smashing his hoe, had his hoe paying for a condo and he still with her 😂😂😂😂 yep fucboy",1
6350,[USER] pau pissed me off like boozer pissed off bulls fan... 2 soft faggots,1
6116,[USER] pussy pussy pussy,1
10535,"i done seen a lot of fake shit. that bitch ain't bad, she's basic.",1
710,dutch farmers are white trash.,1
919,"porn,android,i phone,i pad,sex,xxx, | old young | german milf getting young and old cock in her pussy [URL]",1
25221,wish i had a brownie or a dab to knock me out rn,0
5609,[USER] naw fuck u bitch and go suck up cartier,1
6369,[USER] playas fuck up too lmao but that's like on trash forreal you a crazy one i see 👀👀😵,1
7178,[USER] [USER] bitch what. meet up at plano senior high school or vines i got some shit on my chest am going take it out on yall,1
23266,where's the part where fat amy goes err wop wobn wefo? things people say [USER],0
724,holiday season live [USER] [USER] shy glizzy feat plies - free tha gang: [URL],0
13318,my boyfriend is such a smart ass bitch watch yourself you wear the pants but i fucking unzip them. k.,1
25286,you niggers cheat on ya gf's? smh....,1
828,yankees damn. well joe that move to the bullpen really helped.,0
24993,teeth can make or break a person. you could be a 10 and have yellow teeth and immediately drop to a 2.,0
12609,"laat zihni ozdil met rust jullie gemene trollen, hoe durven jullie zijn mening in twijfel te nemen! zijn zegje is wet en*kuch**kuch*. .water",0
21263,shoutout to my mamma cause she ain't raise no hoe,1
2303,416 we know ya bitch [USER],1
23074,what be the peckin order? 1 white christian 2 colored 3 porto ricans  4 arab  5 jews   i donts know. i be axin,1
19540,rt [USER]: c is for cunt u is for ur a cunt n is for not sure u know this but ur a cunt t is for turn around bitch; ur a cunt,1
19855,rt [USER]: [USER] you bitch ass nigga,1
22849,"ugly hoes, you can not have attitudes! kill the ratchetness!! you need to be nice, cause your looks sure ain't getting you nowhere!!!!",1
14269,pulled up on this coco ratchet on my way home 😂😭 @[USER] yes bitch,1
4574,[USER] i honesty think the internet is just full of retards.,1
13917,okay. here. if n atitude is sooooo cool> how come you bitches don't call obama by bo jingo? that's what i thought. go buy comb,1
20934,real niggas let real bitches cum first 😜,1
2007,★ best asian massage on the brooklyn park slope --top rated spa ★718-622-0221 - 24 [URL],0
13530,naw i'm just playin i only fucked with bad bitches,1
1303,“[USER]: it's my dogs birthday ❤️” you should get it a bad bitch 😉 punny,1
9185,"eh bitch!? how about you worry about your own psychotic ass. looks like you need to ""be saved"" from being a noisy bitch ✌️💋 cant stand u cunt",1
808,tweet like pontiac holmes  i do the pontiac sprinkler...  nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga,1
14885,rt [USER]: been popping all my life what's fame 2 me.. bitches been stalking all my life bitches ain't a thang 2 me,1
2068,' don't sleep on ma niggah chood 👌 [USER] 💯💯,1
23149,when stoni isn't doing his faggot gook speak he's actually funny,1
13078,mannnnnn these hoes aint loyal,1
5384,"[USER] i wish you wood, like a tree in this bitch",1
23569,yall hoes got nothing better to do than to gossip and play telephone.,1
10505,i don't like you bitch so 😂😂 & i'm having a party all weekend my momma going out of town.,1
5490,[USER] jenny says you're an evil bitch.,1
17629,"rt [USER]: man, now these hoes know 😂💰💶💸 the jig is up [URL]",1
20493,rt [USER]: [USER] crank that shitty pussy yuuuuuuuuuaaaaaaa 💩💩💩💩💩💩💩💩,1
10376,i can neva count my stash cause i always lose count. i can neva keep no bitch cuz i put them hoes out,1
21292,"sick of hearing ap kids bitch about their ""oh so poor"" 4.2 gpa. no one cares.",1
16366,rt [USER] have you bitches done your kegals today?,1
5998,[USER] you did a good job doing that to me and not texting back faggot,1
1330,“[USER]: [USER] no bitch hurry up lol”im so hungry i can't focus😩,1
1931,“[USER]: “[USER]: ya niggas play to fuck my niggas play for keeps😎”‼️😂😎”these bitches can't fuck wit me 😩😩,1
6588,[USER] [USER] [USER] bitch that's next year come on the weekend,1
13807,now i'm listening to lil spook getting the good kinda sad imma be single this fall i know you'll getting annoyed with me on your tl but aye,0
8846,damn [USER] & his nigger music waking up the whole school in the morning .. 🚘🎶😟,1
17,""" bitch who do you love """,1
4572,"[USER] fuck your mother, faggot",1
4646,[USER] i agree my fellow cracker.,1
3863,[USER] tf bitch you had brain surgery and aint tell me??!?,1
20859,"rt [USER]: i sent that bitch a smiley face, bitches love smiley faces 😃",1
16251,"rt [USER]: i love asking really hot, skinny bitches when they're due.",1
5221,[USER] eat yo pickles bitches!,1
15724,rt [USER]: tyga makes you think about fucking a bunch of bad bitches  j.cole makes you motivated  drake makes you wanna think abou…,1
18051,"rt [USER]: bitches tweeting ""relationship goals"" w/no man, job, or real desire to stop being a hoe or partying every weekend. jus a iph…",1
9077,don't you hate when someone you care about is dating a hoe but they won't listen to you?,1
6063,[USER] everytime pro teams do gb tourneys that get schmanged. im not fanboying im just saying i don't think u should say they're trash.,0
17090,rt [USER]: [USER] [USER] [USER] stick to hockey faggot. you're finished,1
9898,haley was called a raghead & accused of adultery and she skyrocketed in the polls. y’all think sheheen didn’t notice that?,1
15352,"rt [USER]: that pussy 😼keep calling me, gettin me in trouble",1
18872,rt [USER]: these bitch niggas couldn't live my cold life$tyle💸👐😋,1
19689,"rt [USER]: ""i love cripples! look at all these fucking cripples! goddamit i'm a people person!"" [URL]",1
10962,"i liked a [USER] video [URL] conor mcgregor trash talking chad mendes: ""i can rest my balls on your forehead""",1
7369,"[USER] [USER] hahahahahahah hook nose faggot, can't get pussy sucks at hockey nhl",1
10105,"hittin licks, what you get outta that? you & yo boys is some pussy cats!!!",1
4150,[USER] you a fag b,1
5570,"[USER] do you, bitch boy?",1
23585,yankees shouldn't rely on the long ball in the playoffs yankees mlb,0
20805,rt [USER]: i asked [USER] what's the definition of a preppy white girl and this niggah said starbucks,1
3540,[USER] you fucking pussy,1
8971,did we just become best friends with these hoes on the boat? well probably so but we don't love em tho,1
10064,hey [USER] fans is this a good score ? looking for more [URL],0
228,"""[USER]: bruh im tired of niggas retweetin miley cyrus naked that bitch aint no types of bad"" lmaooo",1
17135,rt [USER]: guess who stole/fucked yo bitch? [URL],1
23314,whole time your bitch on the phone moaning in me and my bitch ear though..,1
20975,riding my quad with this bitch 😜 [URL],1
12453,"just once in my life i wanna see someone on family feud look at their family member and say ""that's a horrible answer! are you retarded?"".",1
6893,[USER] juss the way she stands screams bitch! lmao [USER] [USER],1
12335,"jamaica populated with island hillbillies. even linguistics are kind of the same, if you sub the accent. olde english derivatives.",0
23913,you still that nigga b don't trip. they just hatin cause they got no bitches rt [USER]: nigga stole on me... princess punch.,1
10560,i feel like i got bitch slapped by karma.,1
12070,ima be home tomorrow so line up a bitch for me,1
2167,"' you tall tree ass females be 6'0 talkin bout "" catching feelings "" , bitch you need to catch this touchdown... [URL]",1
11648,i'm organizing a cease fire between bald headed bitches and weave !,1
17665,"rt [USER]: in the ""nothing lasts forever"" category, i can barely recognize any yankees tonight.",0
4894,[USER] lmao. let's hangout this weekend hoe,1
18653,rt [USER]: “[USER]: you been the side hoe 😂😂😂💀💀👊”omg 😂😂😂😂💸,1
4205,[USER] only if you're a twat as well. be not a twat my son.,1
14663,rt [USER]: when lil b said “word around town that i aint got no bitches? what?! thats a damn lie nigga my nuts is my witness” [URL],1
15481,rt [USER]: new bus stop. guy across the street is yelling and doing david lee roth kicks at swooping crows. i should learn karate.,0
11260,i think you've made it clear that these hoes ain't loyal,1
19548,"rt [USER]: stop fucking calling these legends trash. cuz the top artists of our generation ""take"" from the legends.",1
12681,let's go la support my niccas no matter what,1
20423,"rt [USER]: i'll never smoke weed with willy again. he invited that hick, toby keith, and i fucking hate that mongoloid!",1
8569,can't find my bc powder .. i'll just chug this children's advil,0
11269,"i told my mom she eats cereal ugly & she gon say ""your a rude little bitch"" i just thought i should let bitch know 😂",1
17471,rt [USER]: [USER] dax we don't love these hoes,1
849,faggots killed jesus christ> hello!!!!!!!!!!!!!!!!!!!!!!!!! but whatever. go ahead. gay marriage yourself into pharaoh's pockets>,1
4368,[USER] nah that shit gets me heated. i have the smartest mouth and know what i'm doing and get called a retard. i'm done playing games,1
14913,"rt [USER]: me: ""yeah i think i'll get off early tonight and get a good nights rest.   4:00am: ""not tonight bitch, not tonight.""",1
10022,he's like 30 something year old talking back to my mom & taking my uncles truck without permission like bitch you need to fucken relax !,1
8825,diversity: chcgo blck pstr flooded w/ dth threats ovr endorsement of gop candidate: “u sellout uncle tom ass n*gger” [URL],1
4892,[USER] you bad little bitch,1
22615,this store is so redneck...,0
1299,“[USER]: i'm dre's a bitch tho” 😏,1
9360,fine chicks lap dances always trash,0
17027,rt [USER]: look at all the chicks [USER] follow and tell me he ain't got hoes. [URL],1
23252,where my bitches at mann,1
22687,told da nicca str8 up to his face whateva he got goin on i want in..guess he felt some type of way bout it,1
24244,dear spoiled suburban bitch...,1
11885,if this bitch new the amount of shit i spoke bout her on my twittah lol,1
14881,rt [USER]: fuck dat bitch,1
13238,moving is always a bitch.. i'm excited for dallas though.,1
19727,"rt [USER]: “[USER]: “[USER]: 👑 [URL] hoes on gish road be lookin like.. talkin bout ""5 dolla sucky sucky""😂…",1
1964,"“[USER]: o u unfollowed me so i can't dm u, so i'll say it here, you're a rude cunt lmao” you can dm me",1
16888,rt [USER]: rt [USER] i got no interest in tall skinny model bitches! i like my women with some ass & hips ...,1
23719,you ain't squad lil bitch,1
21991,"the bitch official though, dick harder than a missile yo",1
19209,rt [USER]: bitch act like she never seen a face mask bitch please [URL],1
13144,"member when bitches put ""le"" in front of everything. you not foreign mf 😂",1
11191,i support all of my niggaz and bitches doing dope shit on the west side and in my city la,1
4272,[USER] i am working fag,1
13055,man my bitch is beautiful helen of troy.,1
15835,"rt [USER]: yankees shouldn't even bother to show up to boston, man. just fold the franchise. cancel baseball.",0
3896,"[USER] [USER] look here bitch if i wanted to be gramatically correct, i would have",1
10592,"i fuck with lux and his knowledge but mooks presence, delivery is connecting more to the people. crazy.",1
18452,rt [USER]: if you cant see when you have a real woman by yourside through thick and thin. then maybe you do deserve these hoes . si…,1
19736,rt [USER]: join me for 8's no fucks given join bitch [USER] [USER] [USER],1
6214,[USER] k bitch [URL],1
17604,"rt [USER]: idk if [USER] is really a man, but she surely is a trash rapper.",0
7269,[USER] i am funny bitch,1
16494,"rt [USER]: nov 22,2012: thanksgiving dinner: 2:00pm: proof on main. a day being preoccupied with a giant bird in your... [URL] ...",0
17783,"rt [USER]: idk how people can just not have a job and stay at home all day watching tv, it was so boring for me to do it 2 days idk ho…",0
19267,"rt [USER]: ""[USER]: dudes probably just think eating pussy is sucking on pussy lips 😒"" fse cut it out ;)",1
4016,[USER] [USER] now we have a ebloa case in texas. if we kill all the niggers we might be safe.,1
2298,4 fat hoes ina caddilac. u can tell they jus lost dey luxury car ride virginityhoes too happy lmao,1
1257,“[USER] “[USER]: buddy drug the whole train lmao good ... extra ass hoes” hate them ny hoes”me too,1
23564,yall bitches should be girlfriends for halloween since yall been sidechiccs all year 😂😭😴,1
2544,[USER] [USER] [USER] nah im forreal both of yall pussies smell like some dried up crusty fish guts,1
23929,you wanna watch the game she wanna watch scandal but yo bitch ass didn't buy her another tv so you gotta take da l,1
21693,sure wish my nose would stop dripping.....this sick shit is for the birds,1
16194,rt [USER]: i told y'all... side bitches w motives are more powerful than u think... but i'm sleep.,1
22820,u see a super bad bitch in the club with a nigga that u just can't understand how he got her 99% chance he meet her at happy hour,1
20858,rt [USER]: these hoes ain't loyal,1
275,"""[USER]: ultraviolence video, its coming you little bitch! mtv hottest lana del rey [URL]   bitchy promo",1
2858,[USER] [USER] that would cripple our military :),0
10553,i eat generic oreos.. baller with a budget bitch.,1
18931,rt [USER] lakers on....i thought trash day was monday,0
6753,[USER] dp = double penetration aka a dick in the ass and a dick in the pussy at the same damn time.,1
8532,can charlie crist pull one over on rick scott? well he did pull one over on florida primary dems tonite. tpot election 2014,0
961,👀 rt [USER]: a lotta fck niggas on this here twitter. really be talking like bitches.,1
12250,it's hard being a real nigga when these niggas got bitch tendencies,1
7754,"aint wcw jus ""bitches i wan fck"" day?",1
23697,you a dike cause yo man a pussy.,1
4194,[USER] my fuckin mom is a bitch. like she aint even payin for it. dylan is and he said its fine.,1
9162,early bird gets the worm right? hopefully i get a job soon after today! [URL],0
21610,steve calvin annis cunt [URL],1
6022,[USER] if you say one disparaging word about the charlie brown xmas special i will slash the tires on your car.,1
23339,why did you release my nudes you cunt...? [USER] [URL],1
10235,i confess> degenerate artist and rebel science is the walrus who sneaks pussy in the night> i am artist paints your wife with bastards>,1
1180,"“[USER]: these hoes gon come && go, i feel it.”",1
15448,rt [USER]: to recap: dem governor candidate in sc calls the gop candidate a whore. tx-dem gov. candidate mocks the gop candidate’s di…,1
20686,"rt [USER]: like, when you're a hoe, how do u sleep at night?",1
19452,"rt [USER]: half the bitches that say tfti , wouldn't even go i bet.",1
10099,hit his bitch i'm like shaggy i'm like no it wasn't me,1
5406,"[USER] 😂😂😂😂😂 wow. i love how you called yourself a slut, but no really. you wouldn't ever cheat on a girl, bitches are so dumb.",1
3966,[USER] why were there penguins and a bird in the puppy bowl???,0
5904,"[USER] like hov said ""we all ghetto b"" lol",1
24525,"i'm sorry but if you don't eat seafood solely by the fact that it's from the ocean, you are seriously an unrespectable pussy.",1
4645,[USER] my nigga know he a bitch,1
4674,[USER] getting into people's faces? lol yet u r the teabagger all over my twitter dash. shut the fuck up already.,1
1153,“[USER]: michael pineda hides pine tar...on his neck [URL] fact that the yankees cheat 👍👍👍 go red sox!! boston,0
42,""" nice girls bad, make me get naughty. bad yello hoe, real nice body. down south chick, like em real thick"" [URL]",1
24074,anybody on the team has permission to fuck my bitch [USER],1
14108,pay for pussy no yo i get too many freebies,1
7420,"[USER] sorry i missed that, you mean where i live is disgusting or that that muzzies in the uk r disgusting, or both? have a great sun.",0
11676,i'm so excited to hang out with my bitches [USER] [USER],1
20942,really barnicle? oj or anthony weiner? mj is a clown show for tea baggers and the rich. come on msnbc do you want good ratings? morning joe,1
11233,i text my ex my new bitch pussy wetter,1
12433,just dropped dat fine ass woman [USER]. we has da best chicken eva. i spectin some lovin but she a lady and da colored thang,1
22905,walk off hr! [USER],0
18158,"rt [USER]: “[USER]: "" if you aint bout that murder game pussy nigga shut up ""”252 gang 😂😂😂😂😂",1
12501,"kanyes verse on ""i won"" is making hoes feel like trophies for real.",1
7923,"amennn!!!!! ""[USER]: if your girlfriend doesn't like that bitch, you don't talk to that bitch""",1
1041,"😏 haahaa ,dumb bitch",1
24893,red meat trash,0
10185,how do i tell this cashier that i'm tryna fuck her right in the pussy,1
3931,[USER] u stupid fuk head bitch,1
14042,open mouf kissing my nig... «[USER] [USER] lol.....sam love him some kissing smh lol»,1
23079,what if i was on my ass that mean she get half of my cash? man that bitch can kiss my ass,1
15741,rt [USER]: all bitches is crazy.,1
7115,[USER] little bitch,1
12812,lmao that the funniest way to disrespect a person by calling him a itty bitty bitch. makes me feel low in life,1
11394,i wnna go to ihop bitch,1
22073,the republican teabaggers hate this but screw em. [URL],0
17017,"rt [USER]: y'all niggas ain't low tho. y'all really be comin at these bitches on here then when they curve u, u act like u was playing…",1
23587,yanks won't make the playoffs but we ain't in the al basement. that's the red sox position:[URL],0
6723,[USER] atleast i wipe my ass trashy bitch,1
15134,rt [USER]: [USER] me waiting on you to take me to ny with you to get my nips pierced   🙎🙍👩👵,0
18382,rt [USER]: when you try to tell grandpa that 70s music was trash [URL],0
17627,rt [USER]: i cannot fuck with a broke bitch! 💯,1
17446,rt [USER]: damn... that's a cold ass honkie,1
24153,bitches at rick's in justice tank tops tho,1
9315,fat bitches need love too i'll fuck em 💯💯,1
18200,rt [USER]: might have a better chance if we put some trash cans out there.,0
9720,god damn flappy birds weak ass,1
17020,"rt [USER]: i wish my parents bought me a car man.. people bitch about not getting what car they want when they want it, and its free…",1
20605,rt [USER]: rt [USER]: the game beats 40 glocc in la (full video) [URL] via [USER] - this bitch 40 cop can't be s…,1
23850,you know you kinda seem like a nasty bitch. 💁💋,1
9865,how “[USER]: deep fried sweet tea on a graham cracker crust at state fair of texas (via [USER]) [URL],0
21042,stop texting these hoes good morning!,1
20016,"rt [USER]: lmaoooo rt [USER]: white people lmaoo rt [USER]: filth. rt [USER]: when she says ""come get this pussy"" [URL]",1
413,"""[USER]: chase money 💰 not 🙅 hoes 👯 💯💯""",1
18265,rt [USER]: “[USER]: lmfaoooooooooo rt [USER]: lmaooo rt [USER]: you a faggot if you ever wore a tall tee & took your pant…,1
19437,rt [USER]: oreo cheesecake [URL],0
13081,maple room bitch sacto style,1
9758,good morning monday i have my truck money full tank and i didn't do any homework. your my bitch monday,1
13246,murda mook rip to that shit,1
6589,[USER] [USER] [USER] but yo scary ass don't want to see me tho stfu talking am u know where i be at pussy boy,1
13329,"my cousin bio on her instagram ""light skin, dark skin, brown skin bitches holla at me"" she funny as hell",1
5625,[USER] man fuck this bitch [URL],1
24959,somebody put a sticker on my dogs cheek 😒😾 bitch,1
6227,"[USER] hey! i'm still on lambdamoo. (and it really is empty, nobody to talk to except that asshole bird...)",1
24932,skinny young nigga n im finer than my bitch,1
24872,"pussy ass people with guns and knifes, foh i appreciate the people still willing to throw hands ^_^",1
22647,throw that flag bitch you ain't the real bush!!,1
3412,[USER] i never really rocked with the white sole. i feel ya bro. but these!!? my favorite foam of all time. [URL],0
9659,get on your shit hoe.,1
17014,rt [USER]: twitter gives bitches unrealistic views of what a relationship is gonna be. if y'all fight. this nigga ain't comin to …,1
17234,rt [USER]: pussy boy don't want war,1
2893,[USER] these bitches need guidance.,1
14600,rt [USER]: water is wet. rt [USER]: nike dc is trash.,1
11746,isis supporters in america: the jihadis next door [URL] [URL],0
21699,swag fags who gags lml nd y'all niggaz wanna ce swagged up foh i'm gxxd i'll stay g'd up [URL],1
1645,“[USER]: we don't love these hoes [URL] [USER] 👌,1
13712,"no half-breed spic has any right to say anything to any anglo ever, and should be killed for doing so.",1
24272,dont acknowledge these hoes.,1
11464,i'll let u clam on top and let dat nookie pop i'm in dat cookie jar i ain't no rookie girllll,0
21048,saltine crackers for dinner lol. sad lyfe.,0
6270,[USER] i wouldn't know cause i don't fuck with these hoes,1
2904,[USER] vegeta a super hoe then. but he did snack goni up something fierce during buu saga :wow:,1
1504,“[USER]: [USER] i couldn't find anything to hold my hair up let alone put a pony in”no bitch i said post a busted pic😭,1
5418,[USER] finger my throbbing pussy flaps,1
24301,everybody stay yelling its pregant season nooooooooo bitch its my nigga dont wanna were a rubber pussy to good season tf,1
8337,blah. in all honesty.... i just need some pussy. that's it,1
10800,i hate yal i'd delete my twitter if i had somethin better to do bitch ass niggas,1
9745,"gonna straight hip check the next hillbilly who tries to apply the term ""derecho"" to a run-of-the-mill thunderstorm. wv wx",1
8497,but you bird ass niggas out here getting your feathers ruffled just shook. and ain't no such thing as a half way crook.,1
5655,[USER] [USER] sitting here talking about what u would do or gonna do that's something my bitch does,1
4120,"[USER] i'm not trying to be critical but jr. literally looks like he just ate a pot brownie, got off a couch and put on his gloves",0
21003,ruby is not ugly bunga bunga,0
20913,rap bitches prolly scared of remy ma lol,1
2621,[USER] whoever made this twitter doesnt like the lakers... they r making a comeback but this accnt still continues to trash talk em,0
24624,just found out [USER] has an australian president! hoosiers are my team hoosier state indiana iu i ubb big10 20-2 tonight!,0
21210,she talkin shit???? that bitch look like a linebacker! messin with sas quach,1
15023,rt [USER]: david pulls bitches “[USER]: tweet something you get a lot go talk to all your other hoes”,1
21453,"so, are the olympics over in brazil yet or what? i mean, yay sports! what? stop looking at me like, “what are you, queer?” go redskins?",1
13273,my auto correct makes me sound so fob,0
24513,i was gone for 2 days don't her bitch ass miss me,1
3513,[USER] finger my throbbing pussy,1
20925,ready to bounce out dis bitch,1
11006,i love the acoustic domes in the hallways. favorite place to sing in public. no lie. [URL],0
13625,"nigga you a pussy, hope you got 9 lives.",1
585,"""u got my 200k bitch nigga""--al haymon to antonio tarver",1
797,truth rt [USER]: david is the charlie brown of scandal,0
21607,stephen the threat about your brother doesn't scare me. quit runnin your fuckin mouth & you won't have to hide behind your brother bitch boy,1
8236,between this trend and the vines acting like women its like niggas couldn't wait to be faggots [URL],1
2201,*puts people/bitch face on*,1
18928,"rt [USER]: i don't care what any of you bitches say, kesha is awesome ❤👌",1
23535,y'all tweet the same shit everytime i get back on this bitch,1
9094,drake was singing that shit so bitches would buy nwts...lmao. nobody even remembers that album,1
18401,rt [USER]: [USER] [USER] when bout 5 bitches got together and thought of a reason to make they boyfriend claim them,1
7489,[USER] stfu you dont get any pussy fuck boy,1
157,"""[USER]: [USER] oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" fixed",1
6686,"[USER] i feel like i just got married bruh, she a bad bitch",1
4491,[USER] kik me u nigglet i need to know when we outs to the pool,1
5377,"[USER] hahaha, made ya eat crow....",0
